PERMNO,date,BIDLO,ASKHI,PRC,VOL,BID,ASK,NUMTRD,Ticker
10107,6/13/2023,330.39001,336.98001,334.29001,22897823,334.32001,334.32999,359522,
10107,6/14/2023,332.81,339.04001,337.34,25989870,337.34,337.35001,459340,
10107,6/15/2023,337.20001,349.84,348.10001,39022948,348.13,348.17999,597506,
10107,6/16/2023,341.95001,351.47,342.32999,46491277,342.51001,342.73999,487762,
10107,6/20/2023,335.85999,342.07999,338.04999,26248460,338.04999,338.06,426577,
10107,6/21/2023,332.07001,337.73001,333.56,25091166,333.51999,333.57001,389411,
10107,6/22/2023,333.34,340.12,339.70999,23526630,339.64001,339.69,377754,
10107,6/23/2023,333.45001,337.95999,335.01999,23096745,335,335.01999,353598,
10107,6/26/2023,328.48999,336.10999,328.60001,21484178,328.64001,328.72,394925,
10107,6/27/2023,329.29999,336.14999,334.57001,24321034,334.54001,334.56,349535,
10107,6/28/2023,333.81,337.98001,335.85001,20232160,335.89999,335.94,329957,
10107,6/29/2023,332.62,336.10999,335.04999,16953737,335,335.06,278009,
10107,6/30/2023,337.20001,342.73001,340.54001,26799737,340.29001,340.39001,367771,
10107,7/3/2023,336.57101,340.89999,337.98999,12495743,337.94,337.98001,255115,
10107,7/5/2023,334.7276,341.64999,338.14999,18147070,338.17001,338.17999,351570,
10107,7/6/2023,335.5,342.98999,341.26999,28164526,341.26001,341.26999,456447,
10107,7/7/2023,337,341.79001,337.22,21194326,337.19,337.23999,338237,
10107,7/10/2023,327.59,335.23001,331.82999,32743632,331.85001,331.85999,554019,
10107,7/11/2023,327,332.85999,332.47,26665456,332.45001,332.48001,430883,
10107,7/12/2023,335.67001,341.65201,337.20001,29964020,337.39999,337.42001,446413,
10107,7/13/2023,339.01999,343.73999,342.66,20537384,342.66,342.70999,356145,
10107,7/14/2023,344.31,351.42999,345.23999,28396289,345.37,345.39001,478367,
10107,7/17/2023,342.20001,346.98999,345.73001,20307706,345.72,345.73001,357544,
10107,7/18/2023,342.17001,366.78,359.48999,64730710,359.47,359.54999,906315,
10107,7/19/2023,352.435,362.45999,355.07999,39660592,355.01999,355.06,630767,
10107,7/20/2023,345.37,357.97,346.87,33728143,346.82999,346.89001,540268,
10107,7/21/2023,339.82999,350.29999,343.76999,69316281,343.76999,343.78,534118,
10107,7/24/2023,342.31,346.92001,345.10999,26670051,345.10999,345.17001,390570,
10107,7/25/2023,345.07001,351.89001,350.98001,41612494,350.97,350.98001,626870,
10107,7/26/2023,333.10999,344.67001,337.76999,58188044,337.91,337.92999,991507,
10107,7/27/2023,329.04999,341.32999,330.72,39549119,330.72,330.73001,748218,
10107,7/28/2023,333.17001,340.01001,338.37,28413438,338.34,338.39001,449917,
10107,7/31/2023,333.35999,337.69501,335.92001,25374168,335.95999,336,464333,
10107,8/1/2023,333.70001,338.54001,336.34,18351467,336.35001,336.37,334058,
10107,8/2/2023,326.3551,333.63,327.5,27719902,327.5,327.51001,523681,
10107,8/3/2023,325.95001,329.88,326.66,18325117,326.64001,326.64999,326216,
10107,8/4/2023,327.23999,335.14001,327.78,23680406,327.79001,327.79999,432130,
10107,8/7/2023,327.51999,331.10999,330.10999,17712827,330.10999,330.14001,309987,
10107,8/8/2023,323,328.75,326.04999,22290772,326.01999,326.04001,391248,
10107,8/9/2023,321.0499,327.10999,322.23001,22341026,322.26001,322.32999,354362,
10107,8/10/2023,321.17999,328.26001,322.92999,20096115,322.95999,322.98001,297613,
10107,8/11/2023,319.20999,322.41,321.01001,24663587,321.10999,321.22,356711,
10107,8/14/2023,320.07999,324.06,324.04001,18813753,324.03,324.04001,305661,
10107,8/15/2023,320.90341,325.09,321.85999,16991444,321.89999,321.92999,296273,
10107,8/16/2023,319.8035,324.42001,320.39999,20661431,320.35001,320.37,301822,
10107,8/17/2023,316.20999,321.87,316.88,21226266,316.85001,316.88,344804,
10107,8/18/2023,311.55081,318.38,316.48001,24704440,316.51999,316.53,407196,
10107,8/21/2023,317.04001,322.76999,321.88,23999717,321.85999,321.89999,361317,
10107,8/22/2023,321.45999,326.07501,322.45999,16049321,322.44,322.45999,296860,
10107,8/23/2023,323.45999,329.20001,327,21114512,326.98999,327.06,291894,
10107,8/24/2023,319.95999,332.98001,319.97,23211122,319.98001,319.98999,339979,
10107,8/25/2023,318.80011,325.35999,322.98001,21648363,322.92001,323,320460,
10107,8/28/2023,321.72198,326.14999,323.70001,14787520,323.69,323.73999,251146,
10107,8/29/2023,321.88,328.98349,328.41,19322196,328.32001,328.39999,302027,
10107,8/30/2023,326.44501,329.81,328.79001,15172792,328.73999,328.81,252766,
10107,8/31/2023,326.78,330.90991,327.76001,26344214,327.73999,327.79999,273191,
10107,9/1/2023,326.78,331.98999,328.66,14912723,328.62,328.66,302102,
10107,9/5/2023,328.66,334.85001,333.54999,18475262,333.54999,333.57999,311564,
10107,9/6/2023,330.17999,334.45999,332.88,17479241,332.88,332.89999,279540,
10107,9/7/2023,329.03,333.07999,329.91,18356493,329.91,329.95001,292597,
10107,9/8/2023,329.45999,336.16,334.26999,19469957,334.23999,334.32001,309042,
10107,9/11/2023,335.42999,338.42001,337.94,16572127,337.95001,337.95999,281715,
10107,9/12/2023,331.48001,336.79001,331.76999,17540963,331.73999,331.75,286519,
10107,9/13/2023,331.17001,336.85001,336.06,16504908,336.01999,336.10001,259275,
10107,9/14/2023,336.57001,340.85999,338.70001,20244279,338.67001,338.67999,313729,
10107,9/15/2023,329.64999,337.39749,330.22,37653124,330.26001,330.26999,375232,
10107,9/18/2023,326.35999,330.39999,329.06,16815983,329.06,329.10001,312092,
10107,9/19/2023,324.51001,329.39001,328.64999,16667776,328.63,328.64999,277617,
10107,9/20/2023,320.51001,329.59,320.76999,21517711,320.72,320.76001,353445,
10107,9/21/2023,315,325.34991,319.53,35513321,319.51001,319.54999,527934,
10107,9/22/2023,316.14999,321.45001,317.01001,21412259,316.98999,317.01001,343329,
10107,9/25/2023,315,317.67001,317.54001,17844083,317.57001,317.60001,293784,
10107,9/26/2023,310.01999,315.88,312.14001,26256037,312.12,312.14001,410388,
10107,9/27/2023,309.69,314.29901,312.79001,19372172,312.82999,312.85999,337527,
10107,9/28/2023,309.45001,315.48001,313.64001,19643507,313.59,313.67001,339781,
10107,9/29/2023,314.98001,319.47,315.75,24096063,315.70999,315.76001,373311,
10107,10/2/2023,315.17999,321.888,321.79999,20527801,321.79999,321.81,357708,
10107,10/3/2023,311.215,321.39001,313.39001,21005226,313.35999,313.39001,357384,
10107,10/4/2023,314,320.04001,318.95499,20687640,318.95001,318.95999,343838,
10107,10/5/2023,314.89999,319.98001,319.35999,16939509,319.37,319.41,294373,
10107,10/6/2023,316.29999,329.19,327.26001,25645613,327.23001,327.28,376896,
10107,10/9/2023,323.17999,330.29999,329.82001,19858021,329.82001,329.82999,313345,
10107,10/10/2023,327.67001,331.10001,328.39001,20505076,328.38,328.39001,317145,
10107,10/11/2023,329.14001,332.82001,332.42001,20038997,332.42001,332.45999,283591,
10107,10/12/2023,328.72,333.62991,331.16,19267191,331.14999,331.17999,336241,
10107,10/13/2023,326.35999,333.82999,327.73001,21053888,327.66,327.67999,399008,
10107,10/16/2023,330.60001,336.14001,332.64001,22126487,332.62,332.66,365216,
10107,10/17/2023,327.41,333.45999,332.06,18313913,332.06,332.07999,296089,
10107,10/18/2023,328.29999,335.59,330.10999,23110633,330.13,330.14999,336208,
10107,10/19/2023,330.91,336.88,331.32001,25018574,331.25,331.32001,368673,
10107,10/20/2023,325.45001,331.92001,326.67001,24947758,326.64001,326.70999,324341,
10107,10/23/2023,324.39001,332.72501,329.32001,24402989,329.16,329.17001,356369,
10107,10/24/2023,327.60001,331.84,330.53,31102445,330.73001,330.88,483491,
10107,10/25/2023,337.62,346.20001,340.67001,54880574,340.67001,340.67999,737422,
10107,10/26/2023,326.94,341.63,327.89001,37741889,327.84,327.88,537556,
10107,10/27/2023,328.4007,336.72,329.81,29795633,329.82001,329.82999,431676,
10107,10/30/2023,331.82999,339.45001,337.31,22762542,337.29001,337.32999,359218,
10107,10/31/2023,334.69,339,338.10999,20210835,338.07999,338.10999,309967,
10107,11/1/2023,339.64999,347.42001,346.07001,27947693,346.07001,346.12,426982,
10107,11/2/2023,344.76999,348.82999,348.32001,24160713,348.37,348.39999,375597,
10107,11/3/2023,347.32999,354.39001,352.79999,23451432,352.79999,352.84,392157,
10107,11/6/2023,353.35001,357.54001,356.53,23580689,356.63,356.64001,380284,
10107,11/7/2023,357.63,362.45999,360.53,25663710,360.5,360.53,376347,
10107,11/8/2023,360.54999,363.87,363.20001,26727667,363.20999,363.23001,318449,
10107,11/9/2023,360.362,364.79001,360.69,24701944,360.75,360.78,339595,
10107,11/10/2023,361.07001,370.10001,369.67001,27928267,369.51999,369.67001,384896,
10107,11/13/2023,365.89999,368.47,366.67999,19879549,366.67001,366.67999,343392,
10107,11/14/2023,367.3454,371.95001,370.26999,27464415,370.26001,370.29999,411808,
10107,11/15/2023,367.10999,373.13,369.67001,26691578,369.66,369.69,401240,
10107,11/16/2023,370.17999,376.35001,376.17001,26963964,376.20001,376.22,407806,
10107,11/17/2023,367,374.37,369.85001,39905580,369.78,369.79001,560507,
10107,11/20/2023,371,378.87,377.44,51976782,377.62,377.66,772512,
10107,11/21/2023,371.12,376.2215,373.07001,28230620,373.07001,373.09,461083,
10107,11/22/2023,374.965,379.78989,377.85001,23230651,377.88,377.91,406695,
10107,11/24/2023,375.13501,377.97,377.42999,10114326,377.32001,377.37,204149,
10107,11/27/2023,376.20001,380.64001,378.60999,22058871,378.60001,378.63,355111,
10107,11/28/2023,378.16,383,382.70001,20318123,382.67999,382.70001,360924,
10107,11/29/2023,377.44,384.29999,378.85001,28830256,378.85999,378.88,406761,
10107,11/30/2023,375.47,380.09,378.91,30417000,378.89999,378.92999,365281,
10107,12/1/2023,371.31,378.16,374.51001,32778961,374.44,374.51001,518300,
10107,12/4/2023,362.89999,369.51999,369.14001,31663972,369.26001,369.26999,505675,
10107,12/5/2023,365.621,373.07501,372.51999,22977856,372.57001,372.57999,376148,
10107,12/6/2023,368.03,374.17999,368.79999,21077334,368.81,368.82999,328361,
10107,12/7/2023,366.32001,371.4527,370.95001,22916480,370.85001,370.89999,326545,
10107,12/8/2023,368.23001,374.45999,374.23001,20020201,374.19,374.29999,299144,
10107,12/11/2023,366.10001,371.60001,371.29999,27388886,371.29001,371.32001,414802,
10107,12/12/2023,370.45999,374.42001,374.38,24608166,374.32999,374.35001,343546,
10107,12/13/2023,370.76999,377.63611,374.37,30772050,374.29999,374.32999,400785,
10107,12/14/2023,364.13,373.76001,365.92999,43451881,365.95001,365.98001,626049,
10107,12/15/2023,366.28,372.39999,370.73001,77755324,368.60001,368.76999,448287,
10107,12/18/2023,368.67999,373,372.64999,21632344,372.57999,372.60001,341361,
10107,12/19/2023,369.84,373.26001,373.26001,20434545,373.20001,373.26001,307840,
10107,12/20/2023,370.53,376.03,370.62,26089812,370.54001,370.57001,398415,
10107,12/21/2023,370.04001,374.41,373.54001,17622307,373.54001,373.51999,291812,
10107,12/22/2023,372.70999,375.17999,374.57999,17012801,374.54999,374.60001,283535,
10107,12/26/2023,373.5,376.94,374.66,12622222,374.64999,374.67001,267533,
10107,12/27/2023,372.81161,375.06,374.07001,14830103,374.04999,374.07999,268074,
10107,12/28/2023,374.16,376.45801,375.28,14278610,375.25,375.32001,279850,
10107,12/29/2023,373.48001,377.16,376.04001,18621428,375.91,376.01001,297591,
12490,1/2/2019,111.69,115.98,115.21,4239924,115.17,115.2,,IBM
12490,1/3/2019,112.69,114.88,112.91,4346659,112.94,112.97,,
12490,1/4/2019,114.44,117.49,117.32,4477755,117.28,117.32,,
12490,1/7/2019,116.67,118.83,118.15,3751204,118.15,118.16,,
12490,1/8/2019,118.98,120.57,119.83,4763636,119.83,119.86,,
12490,1/9/2019,119.87,121.4,120.69,3633663,120.64,120.67,,
12490,1/10/2019,119.95,121.86,121.79,3909971,121.74,121.75,,
12490,1/11/2019,120.2,121.615,121.46,3722370,121.41,121.44,,
12490,1/14/2019,119.7607,120.6548,120.39,5228909,120.33,120.34,,
12490,1/15/2019,120.82,121.93,121.73,3507719,121.69,121.7,,
12490,1/16/2019,120.83,122,121.62,3841100,121.56,121.57,,
12490,1/17/2019,120.55,122.4085,122.19,5029871,122.18,122.19,,
12490,1/18/2019,122.71,124.7175,123.82,6008509,123.83,123.86,,
12490,1/22/2019,121.54,123.8,122.52,10052384,122.48,122.51,,
12490,1/23/2019,130.31,135,132.89,22063666,132.89999,132.91,,
12490,1/24/2019,131.42999,133.2054,132.53,6322928,132.5,132.53,,
12490,1/25/2019,132.42999,134.44,133.97,5708500,133.94,133.96001,,
12490,1/28/2019,132.58,134.80499,134.27,5357736,134.28,134.31,,
12490,1/29/2019,133.60001,135.4149,134.33,5037129,134.33,134.34,,
12490,1/30/2019,133.25,135.03,134.38,4500919,134.39999,134.41,,
12490,1/31/2019,133.74001,134.716,134.42,4884031,134.39,134.42,,
12490,2/1/2019,133.35001,135.2,134.10001,3806047,134.05,134.06,,
12490,2/4/2019,132.99001,135.2,135.19,3966597,135.16,135.17999,,
12490,2/5/2019,134.92,135.82001,135.55,5398907,135.52,135.53,,
12490,2/6/2019,135.17,136.64999,136.32001,4879670,136.32001,136.35001,,
12490,2/7/2019,132.12,134.47,133.19,4379439,133.21001,133.22,,
12490,2/8/2019,132.19,133.71001,133.71001,3250074,133.69,133.7,,
12490,2/11/2019,133.91,135.14999,133.99001,3095069,134.00999,134.03,,
12490,2/12/2019,134.86,136.2,136.05,3317161,136.00999,136.03,,
12490,2/13/2019,136.41,137.92,137.52,4253042,137.5,137.50999,,
12490,2/14/2019,136.21001,137.6019,136.48,2789839,136.47,136.48,,
12490,2/15/2019,137.38499,138.185,138.03,3844062,138.03,138.06,,
12490,2/19/2019,137.36,138.7,138.7,3385675,138.69,138.7,,
12490,2/20/2019,137.22031,139.24001,138,3801979,138.00999,138.03,,
12490,2/21/2019,137.35001,138.35001,137.84,2937467,137.83,137.84,,
12490,2/22/2019,138.42999,139.38,139.25,3113698,139.25,139.25999,,
12490,2/25/2019,139.32001,140.47,139.46001,3194161,139.42,139.42999,,
12490,2/26/2019,139.47,140.49001,139.72,3060381,139.71001,139.73,,
12490,2/27/2019,138.4007,139.57001,139.17,2530968,139.17,139.2,,
12490,2/28/2019,137.72,139.05499,138.13,3457788,138.12,138.13,,
12490,3/1/2019,138.64,140.03999,139.2,3030044,139.21001,139.24001,,
12490,3/4/2019,137.17,140.08,138.42999,3407217,138.49001,138.5,,
12490,3/5/2019,137.55499,138.74001,137.88,4250650,137.89999,137.92999,,
12490,3/6/2019,136.72,138.38921,136.98,2768256,136.95,136.98,,
12490,3/7/2019,134.63429,136.89,135.36,4358802,135.35001,135.36,,
12490,3/8/2019,133.58,135.24001,135.09,3773722,135.03999,135.05,,
12490,3/11/2019,135.84,137.73,137.71001,3939517,137.67,137.7,,
12490,3/12/2019,137.86,139.69501,138.28,3954653,138.3,138.31,,
12490,3/13/2019,137.85001,139.325,138.56,3173179,138.53,138.53999,,
12490,3/14/2019,138.06,138.94,138.78999,2738790,138.78999,138.82001,,
12490,3/15/2019,139.23,140.33,139.42999,7153687,139.42999,139.44,,
12490,3/18/2019,138.72,140.36501,140.21001,3268510,140.23,140.25,,
12490,3/19/2019,140.002,141.70239,140.49001,3482336,140.55,140.58,,
12490,3/20/2019,138.98,140.7,139.60001,3649455,139.61,139.63,,
12490,3/21/2019,138.88,142.12,141.44,3605420,141.46001,141.47,,
12490,3/22/2019,138.89999,141.44,139.45,3877616,139.46001,139.48,,
12490,3/25/2019,138.35001,139.91,139.17999,2839766,139.19,139.21001,,
12490,3/26/2019,139.42,141.02,140.22,2553708,140.2,140.22,,
12490,3/27/2019,138.39999,140.49001,139.24001,3098233,139.24001,139.25999,,
12490,3/28/2019,139.10001,140.44,139.92,2663884,139.94,139.95,,
12490,3/29/2019,140.14999,141.22,141.10001,3101454,141.07001,141.09,,
12490,4/1/2019,141.50999,143.41,143.3,3984250,143.23,143.25999,,
12490,4/2/2019,142.60001,143.95,143,2404920,143,143.00999,,
12490,4/3/2019,143.00999,144.22,143.63,2681645,143.60001,143.63,,
12490,4/4/2019,142.53999,144.14,142.78,2771462,142.75999,142.78,,
12490,4/5/2019,142.46001,143.5,143.28,2731985,143.28,143.28999,,
12490,4/8/2019,142.87,143.42,143.39,2118228,143.35001,143.37,,
12490,4/9/2019,141.84,142.95,142.11,3038460,142.21001,142.22,,
12490,4/10/2019,141.98,143.495,143.02,2678310,143.03,143.03999,,
12490,4/11/2019,143.03,144.11,143.78,2941985,143.74001,143.77,,
12490,4/12/2019,143.7,144.44,144.35001,2898899,144.35001,144.36,,
12490,4/15/2019,143.27,144.4597,143.89999,3603158,143.89999,143.92,,
12490,4/16/2019,144.02,145.39,145.14,6301671,145.10001,145.13,,
12490,4/17/2019,136.25999,141.98,139.11,12525693,139.08,139.09,,
12490,4/18/2019,138.7,140.49001,140.33,4960015,140.32001,140.33,,
12490,4/22/2019,138.48,140.56,138.89,4494333,138.86,138.87,,
12490,4/23/2019,138.9399,140.92,140.44,4462240,140.39999,140.42999,,
12490,4/24/2019,139.78,141.31,139.95,2774867,139.95,139.98,,
12490,4/25/2019,137.71001,139.7482,138.63,2910113,138.62,138.63,,
12490,4/26/2019,138.81,139.89,139.44,2319834,139.42,139.44,,
12490,4/29/2019,138.81,139.63,139.05,2958333,139.08,139.09,,
12490,4/30/2019,138.67999,140.44,140.27,4638828,140.23,140.25999,,
12490,5/1/2019,140.17,141.81,140.56,3053683,140.56,140.57001,,
12490,5/2/2019,139.41,141.28,139.59,3541352,139.61,139.64999,,
12490,5/3/2019,139.63,141,140.25,2580034,140.27,140.28,,
12490,5/6/2019,137.89999,140.69,140.38,2793655,140.38,140.39999,,
12490,5/7/2019,136.19,139.50999,137.64,4726771,137.60001,137.63,,
12490,5/8/2019,137.13,138.7,138,3818909,137.99001,138.00999,,
12490,5/9/2019,133.03,135.58479,135.34,4192942,135.31,135.34,,
12490,5/10/2019,132.42,135.75,135.32001,3977686,135.33,135.34,,
12490,5/13/2019,130.96001,133.57001,131.42,4958021,131.39999,131.41,,
12490,5/14/2019,131.67999,134.32001,133.31,3280374,133.34,133.35001,,
12490,5/15/2019,132.37,134.59,134.39999,2551009,134.39999,134.41,,
12490,5/16/2019,134.64,136.11,135.88,3017472,135.87,135.88,,
12490,5/17/2019,133.94,135.41,134.32001,2619135,134.3,134.31,,
12490,5/20/2019,132.9308,135.42999,135.12,3264649,135.12,135.14999,,
12490,5/21/2019,135.78999,137.06,136.45,2503504,136.45,136.46001,,
12490,5/22/2019,135.71159,136.75,136.35001,1849821,136.35001,136.36,,
12490,5/23/2019,130.44,135.13,132.39,5343437,132.37,132.38,,
12490,5/24/2019,131.59,134.245,132.28,2596121,132.33,132.35001,,
12490,5/28/2019,130.27,132.64,130.46001,4909121,130.46001,130.47,,
12490,5/29/2019,128.32001,130.28,129.69,3678978,129.66,129.67999,,
12490,5/30/2019,128.92999,129.97,129.57001,2741880,129.56,129.57001,,
12490,5/31/2019,126.85,128.44,126.99,3539343,126.99,127,,
12490,6/3/2019,127.06,128.56,128.27,4267080,128.25999,128.27,,
